cbro_id,scientific_name,genus,species_epithet,family,order,portuguese_name,english_name_cbro,occurrence,endemic_brazil,extinct,introduced,status_uncertain,origin_directions,status_raw,english_name_ebird,ebird_species_code,ebird_matched,ebird_match_method,name_disputed,english_name_avilist,avilist_matched,avilist_match_method,name_disputed_avilist,model,config_sha256,dataset_sha256,git_commit,prompt_sha256,python_version,requests_version,run_started_at_utc,batch_id,execution_mode,model_response,finish_reason,truncated,reasoning_config,effective_reasoning_config,benchmark_mode,resolved_model,generation_id,request_id,provider,response_created,requested_at_utc,latency_ms,prompt_tokens,completion_tokens,total_tokens,error,normalized_response,normalized_target,exact_match,acceptable_match,match_source,generation_status,taxonomic_distance,error_type
CBRO#1197,Aeronautes montivagus,Aeronautes,montivagus,Apodidae,Apodiformes,andorinhão-serrano,White-tipped Swift,BR,False,False,False,True,,BR#,White-tipped Swift,whtswi1,True,binomial,False,White-tipped Swift,True,binomial,False,openai/gpt-6-astra,3f113db82743aa31bd91b93a8b57367f5f7903e1a84744ad632f0d493c7ed7b2,df6d737917b5d47bd7b2730d49c872473eeb38ad7b697d7f9e1dd061c842342e,5448c37a41c7b0af096601ee7fa2ed5f5636790a,2cf9e7f88e9d3e34f668231b6d05aadf6f0b9400a839114d823288ade52c226b,3.12.3,2.34.2,2026-09-07T21:13:07.877410+00:00,batch-1788819507-uss9Ranzwwuoh1vgvauc,openrouter_batch_sequence,White-tipped Swift,stop,False,"{""effort"": ""minimal""}","accepted_not_echoed_by_api:{""effort"": ""minimal""}",reasoning,openai/gpt-6-astra,gen-batch-1788819507-17a5d304a2454bdb5ac5,c56b51d7-5a27-431c-bf77-f10a929513c0,OpenAI,1788819618,2026-09-07T22:21:37.000404+00:00,0,54,72,126,,white tipped swift,white tipped swift,True,True,cbro;ebird;avilist,complete,0,correct
CBRO#1200,Tachornis squamata,Tachornis,squamata,Apodidae,Apodiformes,andorinhão-do-buriti,Fork-tailed Palm-Swift,BR,False,False,False,False,,BR,Fork-tailed Palm Swift,ftpswi1,True,binomial,True,Fork-tailed Palm Swift,True,binomial,True,openai/gpt-6-astra,3f113db82743aa31bd91b93a8b57367f5f7903e1a84744ad632f0d493c7ed7b2,df6d737917b5d47bd7b2730d49c872473eeb38ad7b697d7f9e1dd061c842342e,5448c37a41c7b0af096601ee7fa2ed5f5636790a,2cf9e7f88e9d3e34f668231b6d05aadf6f0b9400a839114d823288ade52c226b,3.12.3,2.34.2,2026-09-07T21:13:07.877410+00:00,batch-1788819507-uss9Ranzwwuoh1vgvauc,openrouter_batch_sequence,Fork-tailed Palm Swift,stop,False,"{""effort"": ""minimal""}","accepted_not_echoed_by_api:{""effort"": ""minimal""}",reasoning,openai/gpt-6-astra,gen-batch-1788819507-c5fa2030edca9f11ad42,bce37aa5-ca7b-4d8f-acbe-5f6ae9b772ad,OpenAI,1788819577,2026-09-07T22:21:37.000424+00:00,0,55,47,102,,fork tailed palm swift,fork tailed palm swift,True,True,cbro;ebird;avilist,complete,0,correct
CBRO#1204,Panyptila cayennensis,Panyptila,cayennensis,Apodidae,Apodiformes,andorinhão-estofador,Lesser Swallow-tailed Swift,BR,False,False,False,False,,BR,Lesser Swallow-tailed Swift,lstswi1,True,binomial,False,Lesser Swallow-tailed Swift,True,binomial,False,openai/gpt-6-astra,3f113db82743aa31bd91b93a8b57367f5f7903e1a84744ad632f0d493c7ed7b2,df6d737917b5d47bd7b2730d49c872473eeb38ad7b697d7f9e1dd061c842342e,5448c37a41c7b0af096601ee7fa2ed5f5636790a,2cf9e7f88e9d3e34f668231b6d05aadf6f0b9400a839114d823288ade52c226b,3.12.3,2.34.2,2026-09-07T21:13:07.877410+00:00,batch-1788819507-uss9Ranzwwuoh1vgvauc,openrouter_batch_sequence,Lesser Swallow tailed Swift,stop,False,"{""effort"": ""minimal""}","accepted_not_echoed_by_api:{""effort"": ""minimal""}",reasoning,openai/gpt-6-astra,gen-batch-1788819507-4a9915796436c5e996b9,9a5297f3-9e13-4181-be65-3997607227dd,OpenAI,1788819622,2026-09-07T22:21:37.000445+00:00,0,54,57,111,,lesser swallow tailed swift,lesser swallow tailed swift,True,True,cbro;ebird;avilist,complete,0,correct
CBRO#1298,Topaza pella,Topaza,pella,Trochilidae,Apodiformes,beija-flor-brilho-de-fogo,Crimson Topaz,BR,False,False,False,False,,BR,Crimson Topaz,critop1,True,binomial,False,Crimson Topaz,True,binomial,False,openai/gpt-6-astra,3f113db82743aa31bd91b93a8b57367f5f7903e1a84744ad632f0d493c7ed7b2,df6d737917b5d47bd7b2730d49c872473eeb38ad7b697d7f9e1dd061c842342e,5448c37a41c7b0af096601ee7fa2ed5f5636790a,2cf9e7f88e9d3e34f668231b6d05aadf6f0b9400a839114d823288ade52c226b,3.12.3,2.34.2,2026-09-07T21:13:07.877410+00:00,batch-1788819507-uss9Ranzwwuoh1vgvauc,openrouter_batch_sequence,Goulds Jewelfront,stop,False,"{""effort"": ""minimal""}","accepted_not_echoed_by_api:{""effort"": ""minimal""}",reasoning,openai/gpt-6-astra,gen-batch-1788819507-e355622c7ce8edb8c684,aa83bc33-7582-4c18-bb34-c2b39ec920ec,OpenAI,1788819581,2026-09-07T22:21:37.000466+00:00,0,56,76,132,,goulds jewelfront,crimson topaz,False,False,,complete,2,intra_family
CBRO#1302,Topaza pyra,Topaza,pyra,Trochilidae,Apodiformes,topázio-de-fogo,Fiery Topaz,BR,False,False,False,False,,BR,Fiery Topaz,fietop1,True,binomial,False,Fiery Topaz,True,binomial,False,openai/gpt-6-astra,3f113db82743aa31bd91b93a8b57367f5f7903e1a84744ad632f0d493c7ed7b2,df6d737917b5d47bd7b2730d49c872473eeb38ad7b697d7f9e1dd061c842342e,5448c37a41c7b0af096601ee7fa2ed5f5636790a,2cf9e7f88e9d3e34f668231b6d05aadf6f0b9400a839114d823288ade52c226b,3.12.3,2.34.2,2026-09-07T21:13:07.877410+00:00,batch-1788819507-uss9Ranzwwuoh1vgvauc,openrouter_batch_sequence,Fiery Topaz,stop,False,"{""effort"": ""minimal""}","accepted_not_echoed_by_api:{""effort"": ""minimal""}",reasoning,openai/gpt-6-astra,gen-batch-1788819507-63d0eac1578d3a2479da,9a8c86c1-9413-4deb-8e60-20bd9d5d2eae,OpenAI,1788819625,2026-09-07T22:21:37.000487+00:00,0,53,27,80,,fiery topaz,fiery topaz,True,True,cbro;ebird;avilist,complete,0,correct
CBRO#1282,Florisuga mellivora,Florisuga,mellivora,Trochilidae,Apodiformes,beija-flor-azul-de-rabo-branco,White-necked Jacobin,BR,False,False,False,False,,BR,White-necked Jacobin,whnjac1,True,binomial,False,White-necked Jacobin,True,binomial,False,openai/gpt-6-astra,3f113db82743aa31bd91b93a8b57367f5f7903e1a84744ad632f0d493c7ed7b2,df6d737917b5d47bd7b2730d49c872473eeb38ad7b697d7f9e1dd061c842342e,5448c37a41c7b0af096601ee7fa2ed5f5636790a,2cf9e7f88e9d3e34f668231b6d05aadf6f0b9400a839114d823288ade52c226b,3.12.3,2.34.2,2026-09-07T21:13:07.877410+00:00,batch-1788819507-uss9Ranzwwuoh1vgvauc,openrouter_batch_sequence,White-necked Jacobin,stop,False,"{""effort"": ""minimal""}","accepted_not_echoed_by_api:{""effort"": ""minimal""}",reasoning,openai/gpt-6-astra,gen-batch-1788819507-9c4068324fcfdae152f8,5a643591-ff4e-4dc9-88c4-f121b08f8b51,OpenAI,1788819585,2026-09-07T22:21:37.000504+00:00,0,59,95,154,,white necked jacobin,white necked jacobin,True,True,cbro;ebird;avilist,complete,0,correct
CBRO#1284,Florisuga fusca,Florisuga,fusca,Trochilidae,Apodiformes,beija-flor-preto,Black Jacobin,BR,False,False,False,False,,BR,Black Jacobin,blkjac1,True,binomial,False,Black Jacobin,True,binomial,False,openai/gpt-6-astra,3f113db82743aa31bd91b93a8b57367f5f7903e1a84744ad632f0d493c7ed7b2,df6d737917b5d47bd7b2730d49c872473eeb38ad7b697d7f9e1dd061c842342e,5448c37a41c7b0af096601ee7fa2ed5f5636790a,2cf9e7f88e9d3e34f668231b6d05aadf6f0b9400a839114d823288ade52c226b,3.12.3,2.34.2,2026-09-07T21:13:07.877410+00:00,batch-1788819507-uss9Ranzwwuoh1vgvauc,openrouter_batch_sequence,Black Jacobin,stop,False,"{""effort"": ""minimal""}","accepted_not_echoed_by_api:{""effort"": ""minimal""}",reasoning,openai/gpt-6-astra,gen-batch-1788819507-b14a07f9f6bb8cf9c8d2,eae1c123-c134-44c8-8d43-0fe20d0feffc,OpenAI,1788819628,2026-09-07T22:21:37.000524+00:00,0,53,28,81,,black jacobin,black jacobin,True,True,cbro;ebird;avilist,complete,0,correct
CBRO#1209,Ramphodon naevius,Ramphodon,naevius,Trochilidae,Apodiformes,beija-flor-rajado,Saw-billed Hermit,BR,True,False,False,False,,"BR, En",Saw-billed Hermit,sabher1,True,binomial,False,Saw-billed Hermit,True,binomial,False,openai/gpt-6-astra,3f113db82743aa31bd91b93a8b57367f5f7903e1a84744ad632f0d493c7ed7b2,df6d737917b5d47bd7b2730d49c872473eeb38ad7b697d7f9e1dd061c842342e,5448c37a41c7b0af096601ee7fa2ed5f5636790a,2cf9e7f88e9d3e34f668231b6d05aadf6f0b9400a839114d823288ade52c226b,3.12.3,2.34.2,2026-09-07T21:13:07.877410+00:00,batch-1788819507-uss9Ranzwwuoh1vgvauc,openrouter_batch_sequence,Saw billed Hermit,stop,False,"{""effort"": ""minimal""}","accepted_not_echoed_by_api:{""effort"": ""minimal""}",reasoning,openai/gpt-6-astra,gen-batch-1788819507-8fbe5411e1b47b936569,0f92d3c5-db73-490e-8ba9-edd74b3186b5,OpenAI,1788819588,2026-09-07T22:21:37.000542+00:00,0,54,34,88,,saw billed hermit,saw billed hermit,True,True,cbro;ebird;avilist,complete,0,correct
CBRO#1211,Glaucis dohrnii,Glaucis,dohrnii,Trochilidae,Apodiformes,balança-rabo-canela,Hook-billed Hermit,BR,True,False,False,False,,"BR, En",Hook-billed Hermit,hobher2,True,binomial,False,Hook-billed Hermit,True,binomial,False,openai/gpt-6-astra,3f113db82743aa31bd91b93a8b57367f5f7903e1a84744ad632f0d493c7ed7b2,df6d737917b5d47bd7b2730d49c872473eeb38ad7b697d7f9e1dd061c842342e,5448c37a41c7b0af096601ee7fa2ed5f5636790a,2cf9e7f88e9d3e34f668231b6d05aadf6f0b9400a839114d823288ade52c226b,3.12.3,2.34.2,2026-09-07T21:13:07.877410+00:00,batch-1788819507-uss9Ranzwwuoh1vgvauc,openrouter_batch_sequence,Rufous breasted Hermit,stop,False,"{""effort"": ""minimal""}","accepted_not_echoed_by_api:{""effort"": ""minimal""}",reasoning,openai/gpt-6-astra,gen-batch-1788819507-0460f020c7197a8d7b6e,3669c7b1-9796-4de5-a24f-c81d9a05a5e1,OpenAI,1788819631,2026-09-07T22:21:37.000570+00:00,0,53,70,123,,rufous breasted hermit,hook billed hermit,False,False,,complete,1,intra_genus
CBRO#1212,Glaucis hirsutus,Glaucis,hirsutus,Trochilidae,Apodiformes,balança-rabo-de-bico-torto,Rufous-breasted Hermit,BR,False,False,False,False,,BR,Rufous-breasted Hermit,rubher,True,binomial,False,Rufous-breasted Hermit,True,binomial,False,openai/gpt-6-astra,3f113db82743aa31bd91b93a8b57367f5f7903e1a84744ad632f0d493c7ed7b2,df6d737917b5d47bd7b2730d49c872473eeb38ad7b697d7f9e1dd061c842342e,5448c37a41c7b0af096601ee7fa2ed5f5636790a,2cf9e7f88e9d3e34f668231b6d05aadf6f0b9400a839114d823288ade52c226b,3.12.3,2.34.2,2026-09-07T21:13:07.877410+00:00,batch-1788819507-uss9Ranzwwuoh1vgvauc,openrouter_batch_sequence,Rufous breasted Hermit,stop,False,"{""effort"": ""minimal""}","accepted_not_echoed_by_api:{""effort"": ""minimal""}",reasoning,openai/gpt-6-astra,gen-batch-1788819507-f1648796b6f139c6570f,272e5481-eccc-4d30-ac94-4aba60933c31,OpenAI,1788819591,2026-09-07T22:21:37.000593+00:00,0,56,76,132,,rufous breasted hermit,rufous breasted hermit,True,True,cbro;ebird;avilist,complete,0,correct
CBRO#1215,Threnetes leucurus,Threnetes,leucurus,Trochilidae,Apodiformes,balança-rabo-de-garganta-preta,Pale-tailed Barbthroat,BR,False,False,False,False,,BR,Pale-tailed Barbthroat,patbar1,True,binomial,False,Pale-tailed Barbthroat,True,binomial,False,openai/gpt-6-astra,3f113db82743aa31bd91b93a8b57367f5f7903e1a84744ad632f0d493c7ed7b2,df6d737917b5d47bd7b2730d49c872473eeb38ad7b697d7f9e1dd061c842342e,5448c37a41c7b0af096601ee7fa2ed5f5636790a,2cf9e7f88e9d3e34f668231b6d05aadf6f0b9400a839114d823288ade52c226b,3.12.3,2.34.2,2026-09-07T21:13:07.877410+00:00,batch-1788819507-uss9Ranzwwuoh1vgvauc,openrouter_batch_sequence,Band tailed Barbthroat,stop,False,"{""effort"": ""minimal""}","accepted_not_echoed_by_api:{""effort"": ""minimal""}",reasoning,openai/gpt-6-astra,gen-batch-1788819507-50fcd84ca0f90b175ea3,2da0142e-a5d1-4233-bc8d-4d935afa0bcf,OpenAI,1788819635,2026-09-07T22:21:37.000613+00:00,0,57,166,223,,band tailed barbthroat,pale tailed barbthroat,False,False,,complete,4,hallucinated
CBRO#1219,Threnetes niger,Threnetes,niger,Trochilidae,Apodiformes,balança-rabo-escuro,Sooty Barbthroat,BR,False,False,False,False,,BR,Sooty Barbthroat,soobar1,True,binomial,False,Sooty Barbthroat,True,binomial,False,openai/gpt-6-astra,3f113db82743aa31bd91b93a8b57367f5f7903e1a84744ad632f0d493c7ed7b2,df6d737917b5d47bd7b2730d49c872473eeb38ad7b697d7f9e1dd061c842342e,5448c37a41c7b0af096601ee7fa2ed5f5636790a,2cf9e7f88e9d3e34f668231b6d05aadf6f0b9400a839114d823288ade52c226b,3.12.3,2.34.2,2026-09-07T21:13:07.877410+00:00,batch-1788819507-uss9Ranzwwuoh1vgvauc,openrouter_batch_sequence,Sooty Barbthroat,stop,False,"{""effort"": ""minimal""}","accepted_not_echoed_by_api:{""effort"": ""minimal""}",reasoning,openai/gpt-6-astra,gen-batch-1788819507-0a18b02c5bc421c412c5,606ce599-aad9-45fc-a774-89fd5d6136ef,OpenAI,1788819594,2026-09-07T22:21:37.000633+00:00,0,54,100,154,,sooty barbthroat,sooty barbthroat,True,True,cbro;ebird;avilist,complete,0,correct
CBRO#1222,Anopetia gounellei,Anopetia,gounellei,Trochilidae,Apodiformes,rabo-branco-de-cauda-larga,Broad-tipped Hermit,BR,True,False,False,False,,"BR, En",Broad-tipped Hermit,brther2,True,binomial,False,Broad-tipped Hermit,True,binomial,False,openai/gpt-6-astra,3f113db82743aa31bd91b93a8b57367f5f7903e1a84744ad632f0d493c7ed7b2,df6d737917b5d47bd7b2730d49c872473eeb38ad7b697d7f9e1dd061c842342e,5448c37a41c7b0af096601ee7fa2ed5f5636790a,2cf9e7f88e9d3e34f668231b6d05aadf6f0b9400a839114d823288ade52c226b,3.12.3,2.34.2,2026-09-07T21:13:07.877410+00:00,batch-1788819507-uss9Ranzwwuoh1vgvauc,openrouter_batch_sequence,Broad-tipped Hermit,stop,False,"{""effort"": ""minimal""}","accepted_not_echoed_by_api:{""effort"": ""minimal""}",reasoning,openai/gpt-6-astra,gen-batch-1788819507-676efe611942e67e6099,96f7bd9b-9d3c-4e65-a7a8-69009030ec56,OpenAI,1788819598,2026-09-07T22:21:37.000651+00:00,0,56,60,116,,broad tipped hermit,broad tipped hermit,True,True,cbro;ebird;avilist,complete,0,correct
CBRO#1224,Phaethornis squalidus,Phaethornis,squalidus,Trochilidae,Apodiformes,rabo-branco-pequeno,Dusky-throated Hermit,BR,True,False,False,False,,"BR, En",Dusky-throated Hermit,duther1,True,binomial,False,Dusky-throated Hermit,True,binomial,False,openai/gpt-6-astra,3f113db82743aa31bd91b93a8b57367f5f7903e1a84744ad632f0d493c7ed7b2,df6d737917b5d47bd7b2730d49c872473eeb38ad7b697d7f9e1dd061c842342e,5448c37a41c7b0af096601ee7fa2ed5f5636790a,2cf9e7f88e9d3e34f668231b6d05aadf6f0b9400a839114d823288ade52c226b,3.12.3,2.34.2,2026-09-07T21:13:07.877410+00:00,batch-1788819507-uss9Ranzwwuoh1vgvauc,openrouter_batch_sequence,Dusky throated Hermit,stop,False,"{""effort"": ""minimal""}","accepted_not_echoed_by_api:{""effort"": ""minimal""}",reasoning,openai/gpt-6-astra,gen-batch-1788819507-5dc95002a240e7426eed,7c7ca933-4241-4b96-a397-37debe1bf042,OpenAI,1788819641,2026-09-07T22:21:37.000670+00:00,0,54,75,129,,dusky throated hermit,dusky throated hermit,True,True,cbro;ebird;avilist,complete,0,correct
CBRO#1226,Phaethornis rupurumii,Phaethornis,rupurumii,Trochilidae,Apodiformes,rabo-branco-do-rupununi,Streak-throated Hermit,BR,False,False,False,False,,BR,Streak-throated Hermit,stther1,True,binomial,False,Streak-throated Hermit,True,binomial,False,openai/gpt-6-astra,3f113db82743aa31bd91b93a8b57367f5f7903e1a84744ad632f0d493c7ed7b2,df6d737917b5d47bd7b2730d49c872473eeb38ad7b697d7f9e1dd061c842342e,5448c37a41c7b0af096601ee7fa2ed5f5636790a,2cf9e7f88e9d3e34f668231b6d05aadf6f0b9400a839114d823288ade52c226b,3.12.3,2.34.2,2026-09-07T21:13:07.877410+00:00,batch-1788819507-uss9Ranzwwuoh1vgvauc,openrouter_batch_sequence,Streak-throated Hermit,stop,False,"{""effort"": ""minimal""}","accepted_not_echoed_by_api:{""effort"": ""minimal""}",reasoning,openai/gpt-6-astra,gen-batch-1788819507-a03b9f6bcc17d426ae0f,2087ff66-5365-4d29-889a-8ff96812e50b,OpenAI,1788819602,2026-09-07T22:21:37.000689+00:00,0,56,173,229,,streak throated hermit,streak throated hermit,True,True,cbro;ebird;avilist,complete,0,correct
CBRO#1229,Phaethornis aethopygus,Phaethornis,aethopygus,Trochilidae,Apodiformes,rabo-branco-do-tapajós,Tapajos Hermit,BR,True,False,False,False,,"BR, En",Tapajos Hermit,lither3,True,binomial,False,Tapajos Hermit,True,binomial,False,openai/gpt-6-astra,3f113db82743aa31bd91b93a8b57367f5f7903e1a84744ad632f0d493c7ed7b2,df6d737917b5d47bd7b2730d49c872473eeb38ad7b697d7f9e1dd061c842342e,5448c37a41c7b0af096601ee7fa2ed5f5636790a,2cf9e7f88e9d3e34f668231b6d05aadf6f0b9400a839114d823288ade52c226b,3.12.3,2.34.2,2026-09-07T21:13:07.877410+00:00,batch-1788819507-uss9Ranzwwuoh1vgvauc,openrouter_batch_sequence,Tapajós Hermit,stop,False,"{""effort"": ""minimal""}","accepted_not_echoed_by_api:{""effort"": ""minimal""}",reasoning,openai/gpt-6-astra,gen-batch-1788819507-b3ac93a42beb095361f2,7240e5c2-6fa8-4edd-bd19-f5b465e2d6ba,OpenAI,1788819645,2026-09-07T22:21:37.000709+00:00,0,56,31,87,,tapajós hermit,tapajos hermit,False,False,,complete,4,hallucinated
CBRO#1230,Phaethornis idaliae,Phaethornis,idaliae,Trochilidae,Apodiformes,rabo-branco-mirim,Minute Hermit,BR,True,False,False,False,,"BR, En",Minute Hermit,minher1,True,binomial,False,Minute Hermit,True,binomial,False,openai/gpt-6-astra,3f113db82743aa31bd91b93a8b57367f5f7903e1a84744ad632f0d493c7ed7b2,df6d737917b5d47bd7b2730d49c872473eeb38ad7b697d7f9e1dd061c842342e,5448c37a41c7b0af096601ee7fa2ed5f5636790a,2cf9e7f88e9d3e34f668231b6d05aadf6f0b9400a839114d823288ade52c226b,3.12.3,2.34.2,2026-09-07T21:13:07.877410+00:00,batch-1788819507-uss9Ranzwwuoh1vgvauc,openrouter_batch_sequence,Minute Hermit,stop,False,"{""effort"": ""minimal""}","accepted_not_echoed_by_api:{""effort"": ""minimal""}",reasoning,openai/gpt-6-astra,gen-batch-1788819507-ca1e125c833b3e61e5bf,3e620e85-4b4e-4d34-8eb0-3279e66b64aa,OpenAI,1788819607,2026-09-07T22:21:37.000731+00:00,0,53,57,110,,minute hermit,minute hermit,True,True,cbro;ebird;avilist,complete,0,correct
CBRO#1231,Phaethornis nattereri,Phaethornis,nattereri,Trochilidae,Apodiformes,rabo-branco-de-sobre-amarelo,Cinnamon-throated Hermit,BR,False,False,False,False,,BR,Cinnamon-throated Hermit,cither1,True,binomial,False,Cinnamon-throated Hermit,True,binomial,False,openai/gpt-6-astra,3f113db82743aa31bd91b93a8b57367f5f7903e1a84744ad632f0d493c7ed7b2,df6d737917b5d47bd7b2730d49c872473eeb38ad7b697d7f9e1dd061c842342e,5448c37a41c7b0af096601ee7fa2ed5f5636790a,2cf9e7f88e9d3e34f668231b6d05aadf6f0b9400a839114d823288ade52c226b,3.12.3,2.34.2,2026-09-07T21:13:07.877410+00:00,batch-1788819507-uss9Ranzwwuoh1vgvauc,openrouter_batch_sequence,Buff bellied Hermit,stop,False,"{""effort"": ""minimal""}","accepted_not_echoed_by_api:{""effort"": ""minimal""}",reasoning,openai/gpt-6-astra,gen-batch-1788819507-3592e9d9deed3b0a1b0b,08cb38f8-8562-4c44-8957-0e3216dd139c,OpenAI,1788819648,2026-09-07T22:21:37.000748+00:00,0,57,222,279,,buff bellied hermit,cinnamon throated hermit,False,False,,complete,1,intra_genus
CBRO#1232,Phaethornis griseogularis,Phaethornis,griseogularis,Trochilidae,Apodiformes,rabo-branco-de-garganta-cinza,Gray-chinned Hermit,BR,False,False,False,True,,BR#,Gray-chinned Hermit,gycher1,True,binomial,False,Grey-chinned Hermit,True,binomial,True,openai/gpt-6-astra,3f113db82743aa31bd91b93a8b57367f5f7903e1a84744ad632f0d493c7ed7b2,df6d737917b5d47bd7b2730d49c872473eeb38ad7b697d7f9e1dd061c842342e,5448c37a41c7b0af096601ee7fa2ed5f5636790a,2cf9e7f88e9d3e34f668231b6d05aadf6f0b9400a839114d823288ade52c226b,3.12.3,2.34.2,2026-09-07T21:13:07.877410+00:00,batch-1788819507-uss9Ranzwwuoh1vgvauc,openrouter_batch_sequence,Grey chinned Hermit,stop,False,"{""effort"": ""minimal""}","accepted_not_echoed_by_api:{""effort"": ""minimal""}",reasoning,openai/gpt-6-astra,gen-batch-1788819507-fa5266646e772548f450,16a4bda5-4e7a-4bab-a823-cb390aaca7e7,OpenAI,1788819610,2026-09-07T22:21:37.000770+00:00,0,57,79,136,,grey chinned hermit,gray chinned hermit,False,True,avilist,complete,0,correct
CBRO#1234,Phaethornis ruber,Phaethornis,ruber,Trochilidae,Apodiformes,rabo-branco-rubro,Reddish Hermit,BR,False,False,False,False,,BR,Reddish Hermit,redher1,True,binomial,False,Reddish Hermit,True,binomial,False,openai/gpt-6-astra,3f113db82743aa31bd91b93a8b57367f5f7903e1a84744ad632f0d493c7ed7b2,df6d737917b5d47bd7b2730d49c872473eeb38ad7b697d7f9e1dd061c842342e,5448c37a41c7b0af096601ee7fa2ed5f5636790a,2cf9e7f88e9d3e34f668231b6d05aadf6f0b9400a839114d823288ade52c226b,3.12.3,2.34.2,2026-09-07T21:13:07.877410+00:00,batch-1788819507-uss9Ranzwwuoh1vgvauc,openrouter_batch_sequence,Reddish Hermit,stop,False,"{""effort"": ""minimal""}","accepted_not_echoed_by_api:{""effort"": ""minimal""}",reasoning,openai/gpt-6-astra,gen-batch-1788819507-ac96b0a596d3c533e362,30ca0389-b1c8-4058-9a36-6ab10ed30a20,OpenAI,1788819654,2026-09-07T22:21:37.000816+00:00,0,53,46,99,,reddish hermit,reddish hermit,True,True,cbro;ebird;avilist,complete,0,correct
CBRO#1239,Phaethornis subochraceus,Phaethornis,subochraceus,Trochilidae,Apodiformes,rabo-branco-de-barriga-fulva,Buff-bellied Hermit,BR,False,False,False,False,,BR,Buff-bellied Hermit,bubher1,True,binomial,False,Buff-bellied Hermit,True,binomial,False,openai/gpt-6-astra,3f113db82743aa31bd91b93a8b57367f5f7903e1a84744ad632f0d493c7ed7b2,df6d737917b5d47bd7b2730d49c872473eeb38ad7b697d7f9e1dd061c842342e,5448c37a41c7b0af096601ee7fa2ed5f5636790a,2cf9e7f88e9d3e34f668231b6d05aadf6f0b9400a839114d823288ade52c226b,3.12.3,2.34.2,2026-09-07T21:13:07.877410+00:00,batch-1788819507-uss9Ranzwwuoh1vgvauc,openrouter_batch_sequence,Buff-bellied Hermit,stop,False,"{""effort"": ""minimal""}","accepted_not_echoed_by_api:{""effort"": ""minimal""}",reasoning,openai/gpt-6-astra,gen-batch-1788819507-a92353aec320f77e4adc,913e3b56-7e83-4b4b-bbf4-1a82513850f9,OpenAI,1788819614,2026-09-07T22:21:37.000836+00:00,0,58,57,115,,buff bellied hermit,buff bellied hermit,True,True,cbro;ebird;avilist,complete,0,correct
CBRO#1240,Phaethornis augusti,Phaethornis,augusti,Trochilidae,Apodiformes,rabo-branco-cinza-claro,Sooty-capped Hermit,BR,False,False,False,False,,BR,Sooty-capped Hermit,socher1,True,binomial,False,Sooty-capped Hermit,True,binomial,False,openai/gpt-6-astra,3f113db82743aa31bd91b93a8b57367f5f7903e1a84744ad632f0d493c7ed7b2,df6d737917b5d47bd7b2730d49c872473eeb38ad7b697d7f9e1dd061c842342e,5448c37a41c7b0af096601ee7fa2ed5f5636790a,2cf9e7f88e9d3e34f668231b6d05aadf6f0b9400a839114d823288ade52c226b,3.12.3,2.34.2,2026-09-07T21:13:07.877410+00:00,batch-1788819507-uss9Ranzwwuoh1vgvauc,openrouter_batch_sequence,Buff-bellied Hermit,stop,False,"{""effort"": ""minimal""}","accepted_not_echoed_by_api:{""effort"": ""minimal""}",reasoning,openai/gpt-6-astra,gen-batch-1788819507-3318bd95f915d909d7e7,94acd011-1948-4532-9176-bfa878e38290,OpenAI,1788819658,2026-09-07T22:21:37.000856+00:00,0,55,138,193,,buff bellied hermit,sooty capped hermit,False,False,,complete,1,intra_genus
CBRO#1242,Phaethornis pretrei,Phaethornis,pretrei,Trochilidae,Apodiformes,rabo-branco-acanelado,Planalto Hermit,BR,False,False,False,False,,BR,Planalto Hermit,plaher1,True,binomial,False,Planalto Hermit,True,binomial,False,openai/gpt-6-astra,3f113db82743aa31bd91b93a8b57367f5f7903e1a84744ad632f0d493c7ed7b2,df6d737917b5d47bd7b2730d49c872473eeb38ad7b697d7f9e1dd061c842342e,5448c37a41c7b0af096601ee7fa2ed5f5636790a,2cf9e7f88e9d3e34f668231b6d05aadf6f0b9400a839114d823288ade52c226b,3.12.3,2.34.2,2026-09-07T21:13:07.877410+00:00,batch-1788819507-uss9Ranzwwuoh1vgvauc,openrouter_batch_sequence,Planalto Hermit,stop,False,"{""effort"": ""minimal""}","accepted_not_echoed_by_api:{""effort"": ""minimal""}",reasoning,openai/gpt-6-astra,gen-batch-1788819507-4ea42fbbb972fe892357,b575666b-7680-9b3a-a656-5ce650717d86,OpenAI,1788819618,2026-09-07T22:21:37.000877+00:00,0,54,64,118,,planalto hermit,planalto hermit,True,True,cbro;ebird;avilist,complete,0,correct
